4,-5.02818
4,-5.0717
4,-5.06975
4,-5.0668
4,-5.05921
4,-5.07085
4,-5.07156
4,-5.07059
4,-5.07031
4,-5.06389
5,-7.14008
5,-7.00351
5,-6.96938
5,-7.16219
6,-9.19347
6,-9.34017
6,-8.8032
6,-9.23035
6,-9.24716
6,-9.22605
6,-8.95738
6,-9.1684
7,-11.4728
7,-10.0298
7,-11.3997
7,-10.6916
7,-11.698
7,-12.1247
7,-9.77931
7,-12.465
8,-12.6316
8,-14.6329
9,-13.8551
9,-15.2414
9,-15.9636
9,-16.6597
9,-14.2931
9,-15.7702
9,-14.3884
9,-15.4514
10,-18.9354
10,-15.4575
10,-17.2423
10,-17.8311
10,-18.8
10,-18.93
10,-18.8896
10,-18.2921
10,-16.1456
11,-21.4258
11,-17.6785
11,-21.0408
11,-21.0964
11,-20.7149
11,-18.1058
12,-23.0912
12,-20.0987
12,-20.9122
12,-18.6659
12,-24.3834
12,-24.3746
12,-18.4824
12,-18.2535
12,-21.0111
12,-19.3464
12,-19.3772
13,-26.6259
13,-26.3898
13,-21.2277
13,-24.7366
13,-25.8692
13,-20.2095
13,-26.918
13,-22.9043
13,-25.2505
13,-24.3671
13,-25.2992
13,-25.075
13,-26.4961
14,-29.2525
14,-26.7412
14,-29.6149
14,-27.6312
14,-26.9853
14,-28.8925
14,-29.6838
14,-26.3585
14,-24.2255
14,-26.2919
14,-21.2642
14,-27.6605
14,-29.6491
14,-21.6476
15,-30.2063
15,-30.6447
15,-28.6106
15,-31.4549
15,-29.0263
15,-32.6135
15,-30.6887
15,-29.1551
15,-29.5573
15,-29.567
15,-21.8666
15,-30.8152
15,-29.5569
15,-28.8554
15,-29.493
16,-31.9178
16,-31.0161
16,-29.9116
16,-32.7236
16,-31.6544
16,-28.5934
16,-31.5544
16,-29.002
16,-33.9053
16,-32.8264
16,-33.0005
16,-24.1033
16,-26.7089
17,-31.1919
17,-28.9877
17,-35.2104
17,-34.2223
17,-33.7392
17,-26.3169
17,-34.8543
17,-35.6797
17,-34.4087
17,-35.6097
17,-34.389
17,-30.4919
17,-35.9633
17,-36.9939
17,-28.1122
17,-34.5463
17,-29.2995
17,-35.943
18,-35.8681
18,-37.6894
18,-37.8969
18,-34.2327
18,-37.2219
18,-37.5598
18,-37.0898
18,-34.7227
18,-36.4319
18,-30.1782
18,-38.1547
18,-36.04
18,-35.4574
18,-36.0226
18,-33.3962
19,-41.6245
19,-39.1167
20,-27.7256
20,-39.1958
20,-37.916
20,-40.883
20,-41.0451
20,-41.8816
20,-44.8945
20,-35.8416
20,-36.6958
20,-37.6914
20,-39.4725
21,-38.6817
21,-41.1462
21,-44.7684
21,-40.4592
21,-37.3599
21,-42.0811
21,-43.7927
21,-41.8344
21,-44.6981
21,-44.2373
21,-29.026
21,-39.5517
21,-42.1074
21,-42.0343
21,-46.4786
21,-44.0813
21,-43.8362
21,-42.1
22,-29.8977
22,-43.4545
22,-44.4363
22,-48.0152
22,-33.8652
22,-38.8321
22,-46.1754
22,-43.0707
22,-45.6549
22,-47.672
22,-31.8789
23,-40.8991
23,-46.2538
23,-48.4009
23,-49.5655
23,-42.8166
23,-45.5735
23,-51
23,-32.7831
23,-49.2399
23,-47.0097
23,-46.3525
23,-48.8158
23,-42.0685
23,-48.8498
23,-38.5083
24,-49.8015
24,-49.5579
24,-51.3151
24,-45.4969
24,-33.0981
24,-49.3387
24,-46.9259
24,-50.8025
24,-50.3166
24,-47.8243
24,-47.765
24,-46.6747
24,-46.3314
24,-50.8369
24,-52.6622
24,-46.5068
24,-50.8996
25,-45.7817
25,-51.9136
25,-54.948
25,-49.996
25,-52.2803
25,-48.288
25,-45.866
25,-48.1049
25,-51.8833
25,-52.0296
25,-44.9577
26,-55.059
26,-48.8325
26,-40.8745
26,-55.5061
26,-56.5739
26,-51.3401
26,-53.4769
26,-55.7087
26,-57.8007
26,-56.1268
26,-51.6258
26,-38.9028
27,-55.5425
27,-38.0441
27,-43.712
27,-56.1291
27,-53.54
27,-39.4305
27,-53.518
27,-55.2286
27,-45.7863
27,-38.4711
27,-56.3874
27,-56.8625
28,-56.5862
28,-60.2806
28,-42.9441
28,-48.3142
28,-51.727
28,-43.8676
28,-57.1728
28,-59.1616
29,-61.2018
29,-62.6252
29,-50.3412
29,-62.7087
29,-55.8294
29,-59.8965
29,-60.4304
29,-62.7181
29,-46.9838
30,-62.0223
30,-62.0494
30,-48.9656
30,-64.042
30,-61.7783
30,-59.9626
31,-41.8412
31,-66.6319
31,-44.9299
31,-59.4513
31,-62.2835
31,-47.2595
31,-40.7974
31,-64.7222
31,-39.344
32,-54.4439
32,-66.1543
32,-57.4887
32,-67.7392
32,-63.2772
32,-55.6072
32,-70.008
32,-63.6973
32,-60.8473
32,-49.1239
32,-61.3733
32,-59.7422
32,-59.6458
32,-66.4481
32,-69.3929
33,-59.6662
33,-62.5234
33,-70.969
33,-67.454
33,-64.7552
33,-68.775
34,-58.1822
34,-64.9295
34,-64.9899
34,-59.3054
34,-68.4038
34,-69.0814
34,-67.4801
34,-66.2455
34,-72.8008
34,-71.8924
35,-71.002
35,-70.7008
35,-69.3517
35,-71.9442
35,-64.4138
35,-78.7509
35,-75.1111
35,-69.4821
35,-69.7757
35,-68.4318
36,-71.6942
36,-47.5978
36,-74.1687
36,-77.1246
36,-76.7141
36,-70.8534
36,-45.9543
36,-75.8126
36,-71.1069
36,-72.0517
36,-76.4722
36,-45.5012
37,-68.8647
37,-51.8727
37,-70.3893
37,-74.5539
37,-71.8691
37,-76.9639
37,-60.8684
37,-70.1164
37,-47.0679
37,-72.2356
37,-73.1447
37,-80.0404
37,-71.918
37,-68.4801
38,-53.3813
38,-75.7243
38,-70.9375
38,-75.052
38,-71.2087
38,-79.1956
38,-76.5244
38,-75.3492
38,-72.3298
38,-70.6371
38,-79.7988
39,-75.7165
39,-77.4924
39,-71.0214
39,-81.0305
39,-81.2231
39,-85.7043
39,-79.8117
39,-79.2247
39,-76.7983
39,-65.0869
39,-80.3034
40,-83.5071
40,-83.4507
40,-85.0867
40,-85.4764
40,-85.0111
40,-75.3983
40,-79.138
40,-76.4584
40,-77.8366
