4,-6.06484
4,-6.0696
4,-6.07227
5,-8.14701
5,-8.15704
5,-8.17335
6,-10.1631
6,-10.1785
6,-10.3388
7,-13.2413
7,-12.0282
7,-12.9398
8,-14.5888
8,-15.2352
8,-15.2512
9,-17.7233
9,-17.7929
9,-17.781
10,-18.8971
10,-19.8417
10,-19.0307
11,-22.1721
11,-22.4506
11,-23.1376
12,-24.8114
12,-26.3224
12,-24.9389
13,-28.146
13,-28.5077
13,-25.1898
14,-30.7117
14,-29.9083
14,-29.6852
15,-34.0674
15,-33.9356
15,-33.5217
16,-31.5608
16,-33.842
16,-31.8943
17,-39.1811
17,-38.0757
17,-38.7125
18,-39.6465
18,-35.479
18,-39.4602
19,-38.6247
19,-44.2019
19,-43.7496
20,-38.5682
20,-42.0054
20,-40.0981
21,-46.5962
21,-47.9983
21,-47.3206
22,-51.2987
22,-45.3875
22,-50.9494
23,-42.9801
23,-49.6699
23,-50.7391
24,-56.5333
24,-49.1581
24,-49.8113
25,-55.0351
25,-58.7801
25,-49.1709
26,-56.22
26,-57.8396
26,-59.1346
27,-64.5261
27,-58.3686
27,-53.3217
28,-64.3055
28,-60.0715
28,-62.0521
29,-67.4334
29,-66.8078
29,-61.2163
30,-68.687
30,-66.1014
30,-69.2913
31,-69.174
31,-71.4191
31,-67.1114
32,-76.9403
32,-68.5973
32,-64.1156
33,-74.0621
33,-76.5297
33,-75.4285
34,-66.3545
34,-78.7939
34,-75.317
35,-78.3421
35,-80.748
35,-76.7234
36,-84.2405
36,-78.7394
36,-78.9671
37,-88.8152
37,-73.5729
37,-93.7583
38,-86.7919
38,-90.9313
38,-84.5097
39,-76.5274
39,-92.7544
39,-86.3615
40,-85.2221
40,-85.841
40,-89.5325
41,-98.5551
41,-92.615
41,-86.792
42,-95.7479
42,-91.6945
42,-84.6099
43,-98.9263
43,-98.2238
43,-95.5751
44,-97.6869
44,-91.6379
44,-102.224
45,-67.0109
45,-101.489
45,-98.8686
46,-104.461
46,-99.4846
46,-109.218
47,-102.955
47,-103.203
47,-111.231
48,-105.647
48,-119.284
48,-106.446
49,-112.478
49,-109.959
49,-114.481
50,-120.492
50,-112.908
50,-94.1042
51,-122.431
51,-113.748
51,-112.093
52,-122.347
52,-117.701
52,-114.325
53,-110.321
53,-122.652
53,-122.55
54,-114.03
54,-118.338
54,-108.851
55,-122.399
55,-128.334
55,-123.827
