0.1,-54.4438
0.1,-nan(ind)
0.1,-nan(ind)
0.1,-52.8523
0.1,-55.6396
0.15,-51.5144
0.15,-54.6497
0.15,-54.1927
0.15,-51.9215
0.15,-50.8544
0.2,-nan(ind)
0.2,-52.8278
0.2,-54.5034
0.2,-52.809
0.2,-nan(ind)
0.25,-nan(ind)
0.25,-54.0653
0.25,-51.651
0.25,-58.6905
0.25,-nan(ind)
0.3,-57.4057
0.3,-nan(ind)
0.3,-52.4672
0.3,-54.6735
0.3,-nan(ind)
0.35,-54.1026
0.35,-64.0086
0.35,-52.7991
0.35,-52.3073
0.35,-66.4906
0.4,-65.6741
0.4,-85.2006
0.4,-55.5993
0.4,-nan(ind)
0.4,-65.5123
0.45,-77.5797
0.45,-55.5521
0.45,-49.7507
0.45,-77.2017
0.45,-53.4036
0.5,-58.8371
0.5,-54.2363
0.5,-64.2429
0.5,-76.4971
0.5,-74.9295
0.55,-83.2719
0.55,-78.4444
0.55,-61.6151
0.55,-79.0952
0.55,-83.821
0.6,-77.9445
0.6,-77.7723
0.6,-81.1818
0.6,-77.0474
0.6,-73.869
0.65,-79.4301
0.65,-78.6968
0.65,-70.8947
0.65,-53.9289
0.65,-nan(ind)
0.7,-74.0385
0.7,-77.7678
0.7,-78.3161
0.7,-64.944
0.7,-75.0108
0.75,-nan(ind)
0.75,-80.2504
0.75,-65.5238
0.75,-89.2463
0.75,-83.3134
0.8,-80.4156
0.8,-84.0369
0.8,-70.005
0.8,-79.7723
0.8,-76.575
0.85,-74.5923
0.85,-77.5381
0.85,-53.7392
0.85,-75.2123
0.85,-73.9123
0.9,-53.9532
0.9,-83.7133
0.9,-71.3175
0.9,-76.8886
0.9,-72.5224
0.95,-83.6288
0.95,-65.8191
0.95,-60.3989
0.95,-79.9872
0.95,-51.8373
