0,0
0.884072,0.467351
0.904796,1.46714
0.0683075,2.01512
-0.829329,1.57438
0.0083333,1.0282
-0.873665,0.556944
-1.72657,1.07901
-2.54067,1.65974
-1.70161,2.20378
-2.56692,2.70502
-1.65969,3.12566
-0.839453,2.55364
-0.783874,3.55209
-1.57794,4.15992
-2.45797,3.685
-2.31554,4.67481
-3.2263,4.26186
-4.0723,4.79505
-3.18522,5.25667
-4.04676,5.76436
-4.94111,5.317
-4.90901,6.31649
-5.82761,5.9213
-5.72651,6.91618
-6.66643,6.57479
-7.60169,6.22084
-7.50328,7.21599
-6.56039,7.5491
-6.45801,8.54385
-5.70466,7.88622
-4.80206,8.3167
-4.83213,7.31715
-3.90881,7.70117
-3.94918,8.70036
-4.84942,9.13574
-4.04083,9.72411
-5.0058,9.98646
-4.17977,10.5501
-4.40444,11.5245
-5.17983,10.893
-5.31878,11.8833
-4.48542,12.4361
-3.58992,12.8811
-2.61244,12.6701
-3.22026,11.876
-2.83223,10.9543
-2.21892,11.7442
-1.22553,11.6294
-1.78642,10.8015
-1.35194,9.90084
-2.34841,9.98481
-3.3239,10.2049
-3.02612,9.25022
-3.13839,8.25654
