0,0
-0.889416,0.457099
-0.387087,1.32178
0.021665,0.40913
0.858776,-0.137904
1.85847,-0.162744
2.29635,0.736287
1.29855,0.802603
2.22225,0.419489
1.59711,1.2
0.627852,1.44604
-0.269814,1.00537
0.40528,0.267634
0.400817,-0.732356
0.589969,-1.7143
1.57653,-1.87771
2.36551,-2.49212
2.46504,-3.48716
3.38112,-3.08615
2.73277,-3.8475
2.34399,-2.92616
3.16397,-3.49856
2.73472,-2.59537
3.41253,-1.86013
4.40927,-1.94081
3.46623,-2.27347
3.72509,-1.30756
2.7478,-1.09564
2.78775,-2.09484
1.8871,-2.5294
2.80603,-2.92382
1.80979,-3.01049
2.14,-3.9544
2.65947,-4.80889
2.45003,-5.78671
3.1196,-5.04397
4.11042,-5.1792
5.11021,-5.19965
4.4773,-4.42543
3.47965,-4.35687
3.31898,-5.34388
4.188,-5.83865
5.1651,-6.0514
5.46248,-5.09664
5.82004,-6.03053
6.67908,-6.54244
7.46112,-5.9192
6.46112,-5.92264
5.78071,-5.18981
6.73587,-4.89373
5.73587,-4.89149
5.13895,-4.08919
4.38495,-4.74607
4.88327,-5.61307
5.88206,-5.66219
