0.01,-65.344
0.01,-nan(ind)
0.01,-65.2589
0.01,-65.6543
0.01,-66.1077
0.02,-74.3935
0.02,-75.2698
0.02,-70.1664
0.02,-65.8161
0.02,-66.9849
0.03,-72.3241
0.03,-77.4303
0.03,-71.4759
0.03,-nan(ind)
0.03,-1337
0.04,-1337
0.04,-nan(ind)
0.04,-1337
0.04,-1337
0.04,-1337
0.05,-1337
0.05,-1337
0.05,-1337
0.05,-1337
0.05,-1337
0.06,-1337
0.06,-1337
0.06,-1337
0.06,-1337
0.06,-nan(ind)
0.07,-1337
0.07,-1337
0.07,-nan(ind)
0.07,-nan(ind)
0.07,-1337
0.08,-1337
0.08,-1337
0.08,-1337
0.08,-1337
0.08,-1337
0.09,-1337
0.09,-1337
0.09,-1337
0.09,-nan(ind)
0.09,-1337
0.1,-1337
0.1,-1337
0.1,-1337
0.1,-1337
0.1,-1337
0.11,-1337
0.11,-nan(ind)
0.11,-1337
0.11,-nan(ind)
0.11,-1337
0.12,-1337
0.12,-nan(ind)
0.12,-1337
0.12,-1337
0.12,-nan(ind)
0.13,-1337
0.13,-1337
0.13,-1337
0.13,-1337
0.13,-1337
0.14,-nan(ind)
0.14,-1337
0.14,-1337
0.14,-1337
0.14,-1337
0.15,-1337
0.15,-1337
0.15,-1337
0.15,-1337
0.15,-1337
0.16,-1337
0.16,-1337
0.16,-1337
0.16,-1337
0.16,-nan(ind)
0.17,-1337
0.17,-1337
0.17,-nan(ind)
0.17,-nan(ind)
0.17,-1337
0.18,-1337
0.18,-1337
0.18,-1337
0.18,-1337
0.18,-1337
0.19,-1337
0.19,-nan(ind)
0.19,-1337
0.19,-1337
0.19,-nan(ind)
